,Player,Sh,SoT,G/Sh,G/SoT,Cmp,Att_x,Cmp%,Tkl,Tkl,TklW_x,Blocks,Int_x,Tkl+Int,Clr,Err,Touches,Succ,Att_y,Succ%,Fls,Fld,Off,Crs,Int_y,TklW_y,PKwon,PKcon,OG,Won,Lost,Pos,Age,Club,MP,Starts,Min,90s,Gls,Gls,Ast,Ast,G-PK,G-PK,PK,CrdY,CrdR,Team
463,Héctor Herrera,0,0,,,64.0,78.0,82.1,4.0,2.0,3,1.0,3,7.0,0.0,0.0,92.0,0.0,1.0,0.0,4,1,0,4,3,3,0.0,0.0,0,6.0,2.0,MF,32.0,1.us Houston Dynamo,2,2,160.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mexico
464,Henry Martín,4,2,0.25,0.5,13.0,20.0,65.0,1.0,1.0,1,2.0,2,3.0,1.0,0.0,36.0,1.0,1.0,100.0,3,3,2,0,2,1,0.0,0.0,0,3.0,2.0,FW,29.0,1.mx América,2,2,146.0,1.6,1.0,0.62,0.0,0.0,1.0,0.62,0.0,0.0,0.0,Mexico
465,Néstor Araujo,0,0,,,44.0,53.0,83.0,1.0,1.0,1,0.0,3,4.0,1.0,0.0,60.0,0.0,0.0,,2,0,0,2,3,1,0.0,0.0,0,0.0,0.0,DF,30.0,1.mx América,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mexico
466,Orbelín Pineda,4,1,0.0,0.0,18.0,25.0,72.0,4.0,2.0,3,2.0,0,4.0,0.0,0.0,47.0,0.0,2.0,0.0,2,4,0,0,0,3,0.0,0.0,0,0.0,2.0,MF,26.0,1.gr AEK Athens,1,1,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mexico
467,Kevin Álvarez,0,0,,,19.0,29.0,65.5,1.0,1.0,0,2.0,1,2.0,2.0,0.0,38.0,1.0,3.0,33.3,0,1,0,1,1,0,0.0,0.0,0,0.0,2.0,DF,23.0,1.mx Pachuca,2,1,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mexico
468,Andrés Guardado,0,0,,,11.0,16.0,68.8,4.0,2.0,2,0.0,0,4.0,1.0,0.0,23.0,0.0,0.0,,1,0,0,0,0,2,0.0,0.0,0,0.0,0.0,MF,35.0,1.es Betis,1,1,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mexico
469,Uriel Antuna,2,1,0.0,0.0,12.0,20.0,60.0,4.0,2.0,3,1.0,0,4.0,0.0,0.0,33.0,0.0,1.0,0.0,0,1,2,7,0,3,0.0,0.0,0,0.0,2.0,"FW,MF",24.0,1.mx Cruz Azul,3,0,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mexico
470,Raúl Jiménez,0,0,,,20.0,32.0,62.5,0.0,0.0,0,0.0,1,1.0,1.0,0.0,37.0,0.0,0.0,,1,1,0,2,1,0,0.0,0.0,0,3.0,0.0,FW,31.0,1.eng Wolves,3,0,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mexico
471,Erick Gutiérrez,0,0,,,24.0,29.0,82.8,1.0,1.0,1,0.0,2,3.0,1.0,0.0,35.0,0.0,1.0,0.0,2,3,0,0,2,1,0.0,0.0,0,1.0,0.0,MF,26.0,1.nl PSV Eindhoven,1,0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mexico
472,Charly Rodríguez,0,0,,,21.0,30.0,70.0,0.0,0.0,0,2.0,0,0.0,0.0,0.0,36.0,2.0,2.0,100.0,1,1,0,1,0,0,0.0,0.0,0,0.0,1.0,MF,25.0,1.mx Cruz Azul,2,0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mexico
473,Roberto Alvarado,0,0,,,5.0,10.0,50.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,1,0,0,2,0,0,0.0,0.0,0,1.0,0.0,FW,23.0,1.mx Guadalajara,1,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mexico
474,Rogelio Funes Mori,1,0,0.0,,0.0,0.0,,1.0,0.0,0,0.0,0,1.0,0.0,0.0,2.0,0.0,0.0,,2,1,0,0,0,0,0.0,0.0,0,0.0,0.0,FW,31.0,1.mx Monterrey,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mexico
475,Toby Alderweireld,0,0,,,248.0,273.0,90.8,4.0,2.0,2,3.0,0,4.0,19.0,0.0,302.0,0.0,0.0,,0,0,0,2,0,2,0.0,0.0,0,1.0,2.0,DF,33.0,1.be Antwerp,3,3,270.0,3.0,0.0,0.0,1.0,0.33,0.0,0.0,0.0,0.0,0.0,Belgium
476,Timothy Castagne,0,0,,,176.0,202.0,87.1,7.0,4.0,4,1.0,2,9.0,4.0,0.0,231.0,0.0,2.0,0.0,3,1,0,3,2,4,0.0,0.0,0,2.0,3.0,DF,26.0,1.eng Leicester City,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belgium
477,Thibaut Courtois,0,0,,,108.0,123.0,87.8,0.0,0.0,0,0.0,0,0.0,0.0,1.0,130.0,1.0,1.0,100.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,GK,30.0,1.es Real Madrid,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belgium
478,Kevin De Bruyne,7,2,0.0,0.0,93.0,136.0,68.4,1.0,0.0,1,2.0,0,1.0,3.0,0.0,167.0,4.0,8.0,50.0,0,2,0,18,0,1,0.0,0.0,0,4.0,0.0,"FW,MF",30.0,1.eng Manchester City,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belgium
479,Jan Vertonghen,2,0,0.0,,238.0,269.0,88.5,0.0,0.0,0,2.0,5,5.0,12.0,0.0,294.0,0.0,0.0,,0,6,0,0,5,0,0.0,0.0,0,11.0,5.0,DF,35.0,1.be Anderlecht,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belgium
480,Axel Witsel,1,0,0.0,,169.0,177.0,95.5,4.0,1.0,2,5.0,4,8.0,6.0,0.0,200.0,0.0,0.0,,5,4,0,0,4,2,0.0,0.0,0,4.0,2.0,MF,33.0,1.es Atlético Madrid,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belgium
481,Thomas Meunier,3,1,0.0,0.0,110.0,147.0,74.8,6.0,4.0,6,1.0,2,8.0,5.0,0.0,173.0,1.0,3.0,33.3,4,1,0,6,2,6,0.0,0.0,0,2.0,3.0,DF,30.0,1.de Dortmund,3,2,211.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Belgium
482,Leander Dendoncker,1,0,0.0,,119.0,122.0,97.5,6.0,4.0,3,4.0,0,6.0,5.0,0.0,144.0,0.0,1.0,0.0,3,0,0,0,0,3,0.0,0.0,0,2.0,1.0,"DF,MF",27.0,1.eng Aston Villa,2,2,161.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Belgium
483,Michy Batshuayi,6,2,0.17,0.5,16.0,24.0,66.7,1.0,1.0,0,1.0,0,1.0,0.0,0.0,42.0,1.0,3.0,33.3,5,1,2,0,0,0,0.0,0.0,0,1.0,2.0,FW,28.0,1.tr Fenerbahçe,2,2,151.0,1.7,1.0,0.6,0.0,0.0,1.0,0.6,0.0,0.0,0.0,Belgium
484,Eden Hazard,1,1,0.0,0.0,46.0,58.0,79.3,0.0,0.0,0,1.0,1,1.0,0.0,0.0,70.0,5.0,10.0,50.0,0,7,0,1,1,0,0.0,0.0,0,1.0,1.0,MF,31.0,1.es Real Madrid,3,2,124.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belgium
485,Yannick Carrasco,4,0,0.0,,39.0,46.0,84.8,5.0,5.0,4,2.0,1,6.0,4.0,0.0,67.0,1.0,3.0,33.3,1,2,0,2,1,4,0.0,1.0,0,0.0,0.0,"FW,DF",28.0,1.es Atlético Madrid,2,2,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Belgium
486,Thorgan Hazard,0,0,,,40.0,58.0,69.0,3.0,0.0,2,4.0,0,3.0,0.0,0.0,70.0,0.0,2.0,0.0,2,2,1,9,0,2,0.0,0.0,0,0.0,3.0,FW,29.0,1.de Dortmund,2,1,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belgium
487,Amadou Onana,2,0,0.0,,58.0,64.0,90.6,4.0,1.0,1,1.0,0,4.0,0.0,0.0,76.0,1.0,1.0,100.0,4,3,0,0,0,1,0.0,0.0,0,2.0,0.0,MF,20.0,1.eng Everton,2,1,104.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Belgium
488,Leandro Trossard,0,0,,,43.0,57.0,75.4,1.0,1.0,1,1.0,0,1.0,0.0,0.0,68.0,0.0,4.0,0.0,0,2,0,2,0,1,0.0,0.0,0,0.0,0.0,"FW,MF",27.0,1.eng Brighton,3,1,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belgium
489,Youri Tielemans,0,0,,,53.0,64.0,82.8,3.0,1.0,1,4.0,2,5.0,0.0,0.0,77.0,0.0,0.0,,2,1,0,1,2,1,0.0,0.0,0,2.0,1.0,MF,25.0,1.eng Leicester City,3,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belgium
490,Dries Mertens,3,1,0.0,0.0,22.0,33.0,66.7,2.0,2.0,0,0.0,0,2.0,0.0,0.0,39.0,1.0,1.0,100.0,0,0,0,5,0,0,0.0,0.0,0,0.0,0.0,"MF,FW",35.0,1.tr Galatasaray,2,1,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belgium
491,Romelu Lukaku,5,2,0.0,0.0,6.0,9.0,66.7,0.0,0.0,0,0.0,0,0.0,1.0,0.0,16.0,1.0,1.0,100.0,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,FW,29.0,1.it Inter,2,0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belgium
492,Jeremy Doku,0,0,,,8.0,14.0,57.1,0.0,0.0,0,0.0,0,0.0,0.0,0.0,17.0,2.0,4.0,50.0,0,1,0,3,0,0,0.0,0.0,0,0.0,1.0,"MF,FW",20.0,1.fr Rennes,1,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belgium
493,Charles De Ketelaere,0,0,,,3.0,4.0,75.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,6.0,0.0,0.0,,0,1,0,0,0,0,0.0,0.0,0,0.0,3.0,FW,21.0,1.it Milan,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belgium
494,Loïs Openda,0,0,,,3.0,5.0,60.0,1.0,0.0,0,1.0,0,1.0,0.0,0.0,10.0,1.0,1.0,100.0,0,1,0,1,0,0,0.0,0.0,0,0.0,1.0,FW,22.0,1.fr Lens,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belgium
495,Lawrence Ati-Zigi,0,0,,,54.0,78.0,69.2,0.0,0.0,0,0.0,0,0.0,0.0,0.0,87.0,0.0,0.0,,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,GK,25.0,1.ch St. Gallen,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ghana
496,Thomas Partey,2,0,0.0,,146.0,176.0,83.0,9.0,4.0,5,8.0,0,9.0,8.0,0.0,219.0,3.0,3.0,100.0,3,2,0,1,0,5,0.0,0.0,0,6.0,3.0,MF,29.0,1.eng Arsenal,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ghana
497,Mohammed Salisu,2,1,0.5,1.0,109.0,151.0,72.2,2.0,1.0,1,5.0,3,5.0,17.0,0.0,184.0,0.0,0.0,,6,1,0,0,3,1,0.0,1.0,0,8.0,8.0,DF,23.0,1.eng Southampton,3,3,270.0,3.0,1.0,0.33,0.0,0.0,1.0,0.33,0.0,0.0,0.0,Ghana
498,Iñaki Williams,2,0,0.0,,29.0,42.0,69.0,4.0,1.0,2,3.0,0,4.0,2.0,0.0,63.0,1.0,1.0,100.0,4,3,1,1,0,2,0.0,0.0,0,1.0,3.0,FW,27.0,1.es Athletic Club,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ghana
499,Daniel Amartey,1,0,0.0,,128.0,141.0,90.8,6.0,2.0,4,4.0,3,9.0,12.0,0.0,172.0,1.0,1.0,100.0,3,1,0,0,3,4,0.0,0.0,0,5.0,4.0,DF,27.0,1.eng Leicester City,3,3,251.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Ghana
500,Salis Abdul Samed,1,0,0.0,,129.0,145.0,89.0,2.0,0.0,2,2.0,4,6.0,8.0,0.0,170.0,3.0,4.0,75.0,5,2,0,2,4,2,0.0,0.0,0,0.0,3.0,MF,22.0,1.fr Lens,3,3,250.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ghana
501,Kudus Mohammed,8,4,0.25,0.5,62.0,87.0,71.3,5.0,1.0,4,4.0,1,6.0,0.0,0.0,119.0,10.0,15.0,66.7,3,5,1,6,1,4,1.0,0.0,0,0.0,4.0,"FW,MF",21.0,1.nl Ajax,3,3,247.0,2.7,2.0,0.73,0.0,0.0,2.0,0.73,0.0,1.0,0.0,Ghana
502,André Ayew,1,1,1.0,1.0,30.0,37.0,81.1,4.0,1.0,1,1.0,0,4.0,3.0,0.0,61.0,0.0,2.0,0.0,2,6,1,0,0,1,0.0,0.0,0,3.0,13.0,"MF,FW",32.0,1.qa Al Sadd SC,3,3,198.0,2.2,1.0,0.45,0.0,0.0,1.0,0.45,0.0,1.0,0.0,Ghana
503,Baba Rahman,0,0,,,66.0,100.0,66.0,5.0,3.0,3,1.0,1,6.0,3.0,1.0,121.0,1.0,5.0,20.0,7,1,0,11,1,3,0.0,0.0,0,2.0,4.0,DF,27.0,2.eng Reading,3,2,183.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ghana
504,Alidu Seidu,1,0,0.0,,59.0,78.0,75.6,6.0,2.0,4,5.0,0,6.0,3.0,0.0,101.0,4.0,6.0,66.7,5,5,0,6,0,4,0.0,0.0,0,1.0,0.0,DF,22.0,1.fr Clermont Foot,2,2,155.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Ghana
505,Jordan Ayew,1,1,0.0,0.0,35.0,46.0,76.1,3.0,0.0,3,0.0,1,4.0,1.0,0.0,67.0,1.0,7.0,14.3,2,5,0,8,1,3,0.0,0.0,0,0.0,5.0,FW,30.0,1.eng Crystal Palace,3,2,136.0,1.5,0.0,0.0,1.0,0.66,0.0,0.0,0.0,0.0,0.0,Ghana
506,Tariq Lamptey,1,0,0.0,,21.0,34.0,61.8,3.0,3.0,1,1.0,1,4.0,4.0,0.0,51.0,0.0,3.0,0.0,3,2,0,3,1,1,0.0,0.0,0,0.0,1.0,DF,21.0,1.eng Brighton,2,1,102.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ghana
507,Alexander Djiku,0,0,,,22.0,28.0,78.6,1.0,1.0,1,0.0,2,3.0,9.0,0.0,43.0,0.0,0.0,,0,2,0,0,2,1,0.0,0.0,0,2.0,0.0,"DF,FW",27.0,1.fr Strasbourg,2,1,97.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ghana
508,Gideon Mensah,0,0,,,36.0,46.0,78.3,1.0,1.0,1,1.0,2,3.0,5.0,0.0,59.0,0.0,0.0,,0,0,0,1,2,1,0.0,0.0,0,4.0,2.0,DF,23.0,1.fr Auxerre,1,1,87.0,1.0,0.0,0.0,1.0,1.03,0.0,0.0,0.0,0.0,0.0,Ghana
509,Osman Bukari,3,1,0.33,1.0,14.0,20.0,70.0,0.0,0.0,0,0.0,1,1.0,1.0,0.0,30.0,0.0,2.0,0.0,1,1,0,1,1,0,0.0,0.0,0,1.0,2.0,MF,23.0,1.rs Red Star,2,0,59.0,0.7,1.0,1.53,0.0,0.0,1.0,1.53,0.0,0.0,0.0,Ghana
510,Kamaldeen Sulemana,1,1,0.0,0.0,10.0,19.0,52.6,0.0,0.0,0,0.0,0,0.0,2.0,0.0,30.0,1.0,5.0,20.0,2,2,0,4,0,0,0.0,0.0,0,2.0,1.0,FW,20.0,1.fr Rennes,2,0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ghana
511,Daniel Kyereh,0,0,,,18.0,23.0,78.3,2.0,1.0,2,0.0,0,2.0,4.0,0.0,31.0,2.0,2.0,100.0,0,0,0,5,0,2,0.0,0.0,0,0.0,1.0,"MF,DF",26.0,1.de Freiburg,3,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ghana
512,Antoine Semenyo,1,0,0.0,,1.0,2.0,50.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,6.0,0.0,0.0,,0,0,1,0,0,0,0.0,0.0,0,1.0,4.0,"FW,MF",22.0,2.eng Bristol City,2,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ghana
513,Denis Odoi,0,0,,,2.0,2.0,100.0,1.0,1.0,0,2.0,0,1.0,2.0,0.0,7.0,0.0,0.0,,0,0,0,0,0,0,0.0,0.0,0,0.0,4.0,DF,34.0,1.be Club Brugge,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ghana
514,Abdul Fatawu Issahaku,0,0,,,1.0,1.0,100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,FW,18.0,1.pt Sporting CP,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ghana
515,Saud Abdulhamid,1,0,0.0,,88.0,122.0,72.1,5.0,2.0,2,3.0,2,7.0,6.0,0.0,154.0,2.0,4.0,50.0,7,5,0,9,2,2,0.0,1.0,0,4.0,6.0,"DF,MF",22.0,1.sa Al-Hilal,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Saudi Arabia
516,Salem Al-Dawsari,6,4,0.33,0.5,86.0,111.0,77.5,5.0,1.0,4,1.0,1,6.0,2.0,0.0,151.0,2.0,10.0,20.0,3,3,0,3,1,4,0.0,0.0,0,1.0,1.0,MF,30.0,1.sa Al-Hilal,3,3,270.0,3.0,2.0,0.67,0.0,0.0,2.0,0.67,0.0,1.0,0.0,Saudi Arabia
517,Mohamed Kanno,6,1,0.0,0.0,119.0,147.0,81.0,6.0,1.0,2,3.0,2,8.0,7.0,0.0,187.0,5.0,10.0,50.0,8,3,1,0,2,2,0.0,0.0,0,8.0,9.0,"MF,FW",27.0,1.sa Al-Hilal,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saudi Arabia
518,Mohammed Al-Owais,0,0,,,57.0,100.0,57.0,0.0,0.0,0,0.0,0,0.0,4.0,0.0,113.0,0.0,0.0,,0,3,0,0,0,0,0.0,0.0,0,2.0,0.0,GK,30.0,1.sa Al-Hilal,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Saudi Arabia
519,Firas Al-Buraikan,2,0,0.0,,42.0,63.0,66.7,3.0,2.0,3,5.0,2,5.0,4.0,0.0,93.0,1.0,7.0,14.3,2,3,1,2,2,3,0.0,0.0,0,5.0,7.0,"MF,FW",22.0,1.sa Al-Fateh,3,3,268.0,3.0,0.0,0.0,1.0,0.34,0.0,0.0,0.0,0.0,0.0,Saudi Arabia
520,Saleh Al-Shehri,2,2,0.5,0.5,29.0,47.0,61.7,3.0,0.0,1,3.0,0,3.0,2.0,0.0,74.0,0.0,2.0,0.0,6,5,0,1,0,1,1.0,0.0,0,6.0,7.0,FW,28.0,1.sa Al-Hilal,3,3,223.0,2.5,1.0,0.4,0.0,0.0,1.0,0.4,0.0,1.0,0.0,Saudi Arabia
521,Ali Al-Bulaihi,0,0,,,78.0,97.0,80.4,4.0,2.0,2,1.0,3,7.0,1.0,0.0,110.0,0.0,0.0,,1,1,0,0,3,2,0.0,0.0,0,3.0,3.0,DF,32.0,1.sa Al-Hilal,3,3,216.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Saudi Arabia
522,Abdulelah Al-Amri,1,0,0.0,,74.0,104.0,71.2,1.0,0.0,0,2.0,4,5.0,10.0,0.0,130.0,0.0,0.0,,3,3,0,1,4,0,0.0,0.0,0,10.0,4.0,DF,25.0,1.sa Al-Nassr,3,2,182.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Saudi Arabia
523,Hassan Al Tambakti,0,0,,,40.0,55.0,72.7,4.0,3.0,2,3.0,3,7.0,6.0,0.0,76.0,0.0,0.0,,2,5,0,0,3,2,0.0,0.0,0,1.0,1.0,DF,23.0,1.sa Al-Shabab,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Saudi Arabia
524,Abdulellah Al-Malki,2,0,0.0,,66.0,84.0,78.6,3.0,1.0,1,3.0,2,5.0,4.0,1.0,104.0,0.0,0.0,,8,4,0,1,2,1,0.0,0.0,0,0.0,1.0,MF,27.0,1.sa Al-Hilal,2,2,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Saudi Arabia
525,Sultan Al-Ghanam,2,0,0.0,,34.0,52.0,65.4,0.0,0.0,0,3.0,2,2.0,3.0,0.0,71.0,0.0,2.0,0.0,2,0,1,7,2,0,0.0,0.0,0,0.0,0.0,"DF,MF",28.0,1.sa Al-Nassr,3,1,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saudi Arabia
526,Yasser Al-Shahrani,0,0,,,13.0,29.0,44.8,3.0,1.0,1,0.0,6,9.0,6.0,0.0,44.0,0.0,0.0,,1,0,0,1,6,1,0.0,0.0,0,0.0,0.0,DF,30.0,1.sa Al-Hilal,1,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saudi Arabia
527,Mohammed Al-Breik,2,1,0.0,0.0,39.0,48.0,81.3,1.0,0.0,0,2.0,1,2.0,4.0,0.0,56.0,0.0,0.0,,0,1,0,2,1,0,0.0,0.0,0,1.0,4.0,DF,29.0,1.sa Al-Hilal,2,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saudi Arabia
528,Ali Al Hassan,1,0,0.0,,4.0,7.0,57.1,2.0,1.0,1,2.0,0,2.0,1.0,0.0,15.0,0.0,0.0,,2,0,0,1,0,1,0.0,0.0,0,0.0,0.0,MF,25.0,1.sa Al-Nassr,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Saudi Arabia
529,Sami Al-Najei,0,0,,,13.0,21.0,61.9,0.0,0.0,0,1.0,0,0.0,0.0,0.0,26.0,0.0,0.0,,0,0,0,5,0,0,0.0,0.0,0,0.0,1.0,MF,25.0,1.sa Al-Nassr,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saudi Arabia
530,Salman Al-Faraj,0,0,,,12.0,16.0,75.0,1.0,0.0,0,2.0,0,1.0,0.0,0.0,20.0,0.0,0.0,,0,0,0,1,0,0,0.0,0.0,0,0.0,0.0,MF,32.0,1.sa Al-Hilal,1,1,44.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saudi Arabia
531,Nawaf Al Abed,2,0,0.0,,33.0,39.0,84.6,0.0,0.0,0,0.0,1,1.0,0.0,0.0,51.0,1.0,2.0,50.0,2,2,0,2,1,0,0.0,0.0,0,0.0,1.0,MF,32.0,1.sa Al-Shabab,2,0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Saudi Arabia
532,Riyadh Sharahili,0,0,,,14.0,17.0,82.4,0.0,0.0,0,1.0,2,2.0,4.0,0.0,29.0,1.0,2.0,50.0,4,0,0,0,2,0,0.0,0.0,0,1.0,1.0,MF,29.0,1.sa Abha,1,0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saudi Arabia
533,Abdullah Madu,0,0,,,5.0,13.0,38.5,1.0,0.0,0,3.0,0,1.0,2.0,0.0,18.0,0.0,0.0,,1,0,0,0,0,0,0.0,0.0,0,1.0,1.0,"DF,MF",28.0,1.sa Al-Nassr,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Saudi Arabia
534,Abdulrahman Al-Aboud,1,0,0.0,,8.0,13.0,61.5,3.0,1.0,3,0.0,0,3.0,0.0,0.0,23.0,0.0,3.0,0.0,0,0,0,2,0,3,0.0,0.0,0,1.0,1.0,"MF,DF",27.0,1.sa Al-Ittihad,2,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saudi Arabia
535,Nasser Al-Dawsari,0,0,,,11.0,11.0,100.0,2.0,0.0,1,0.0,0,2.0,0.0,0.0,13.0,0.0,0.0,,1,0,0,1,0,1,0.0,0.0,0,0.0,0.0,FW,23.0,1.sa Al-Hilal,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saudi Arabia
536,Hattan Bahebri,0,0,,,4.0,7.0,57.1,0.0,0.0,0,0.0,0,0.0,0.0,0.0,7.0,0.0,0.0,,2,0,0,0,0,0,0.0,0.0,0,1.0,0.0,MF,29.0,1.sa Al-Shabab,2,0,4.0,0.0,0.0,0.0,1.0,22.5,0.0,0.0,0.0,1.0,0.0,Saudi Arabia
537,Asiri Haitham,0,0,,,1.0,2.0,50.0,0.0,0.0,0,2.0,0,0.0,1.0,0.0,5.0,0.0,0.0,,1,0,0,0,0,0,0.0,0.0,0,0.0,1.0,FW,21.0,2.sa Al-Ahli,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saudi Arabia
538,Majid Hosseini,0,0,,,86.0,106.0,81.1,7.0,6.0,4,3.0,6,13.0,11.0,0.0,137.0,0.0,0.0,,4,1,1,0,6,4,0.0,0.0,0,6.0,4.0,DF,25.0,1.tr Kayserispor,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,IR Iran
539,Morteza Pouraliganji,2,0,0.0,,92.0,128.0,71.9,2.0,1.0,2,5.0,6,8.0,10.0,0.0,156.0,0.0,0.0,,5,1,0,2,6,2,1.0,0.0,0,9.0,6.0,DF,30.0,1.ir Persepolis,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,IR Iran
